Date,Close,Open,High,Low,Volume,Change
2013年2月,"14,054.49","13,860.58","14,149.15","13,784.01",2.49B,1.40%
2013年3月,"14,578.54","14,054.49","14,585.10","13,937.60",2.55B,3.73%
2013年4月,"14,839.80","14,578.54","14,887.51","14,434.43",2.92B,1.79%
2013年5月,"15,115.57","14,839.80","15,542.40","14,687.05",2.77B,1.86%
2013年6月,"14,909.60","15,123.55","15,340.09","14,551.27",2.93B,-1.36%
2013年7月,"15,499.54","14,911.60","15,634.32","14,858.93",2.57B,3.96%
2013年8月,"14,810.31","15,503.85","15,658.43","14,760.41",2.33B,-4.45%
2013年9月,"15,129.67","14,801.55","15,709.58","14,777.48",2.37B,2.16%
2013年10月,"15,545.75","15,132.49","15,721.00","14,719.43",2.21B,2.75%
2013年11月,"16,086.41","15,558.01","16,174.51","15,522.18",1.82B,3.48%
2013年12月,"16,576.66","16,087.12","16,588.25","15,703.79",2.06B,3.05%
2014年1月,"15,698.85","16,572.17","16,573.07","15,617.55",2.18B,-5.30%
2014年2月,"16,321.71","15,697.69","16,398.95","15,340.69",2.07B,3.97%
2014年3月,"16,457.66","16,321.71","16,505.70","16,046.99",2.10B,0.83%
2014年4月,"16,580.84","16,458.05","16,631.63","16,015.32",1.99B,0.75%
2014年5月,"16,717.17","16,580.26","16,735.51","16,341.30",1.64B,0.82%
2014年6月,"16,826.60","16,716.85","16,978.02","16,673.65",1.76B,0.65%
2014年7月,"16,563.30","16,828.53","17,151.56","16,563.30",1.69B,-1.56%
2014年8月,"17,098.45","16,561.70","17,153.80","16,333.78",1.48B,3.23%
2014年9月,"17,042.90","17,097.42","17,350.64","16,934.43",1.87B,-0.32%
2014年10月,"17,390.52","17,040.46","17,395.54","15,855.12",2.31B,2.04%
2014年11月,"17,828.24","17,390.90","17,894.83","17,278.36",1.52B,2.52%
2014年12月,"17,823.07","17,827.27","18,103.45","17,067.59",2.22B,-0.03%
2015年1月,"17,164.95","17,823.07","17,951.78","17,136.30",2.17B,-3.69%
2015年2月,"18,132.70","17,169.99","18,244.38","17,037.76",1.75B,5.64%
2015年3月,"17,776.12","18,134.05","18,288.63","17,579.27",2.47B,-1.97%
2015年4月,"17,840.52","17,778.52","18,175.56","17,585.01",2.17B,0.36%
2015年5月,"18,010.68","17,859.27","18,351.36","17,733.12",1.83B,0.95%
2015年6月,"17,619.51","18,017.82","18,188.81","17,576.50",2.22B,-2.17%
2015年7月,"17,689.86","17,638.12","18,137.12","17,399.17",2.03B,0.40%
2015年8月,"16,528.03","17,696.74","17,704.76","15,370.33",2.73B,-6.57%
2015年9月,"16,284.70","16,528.03","16,933.43","15,942.37",2.72B,-1.47%
2015年10月,"17,663.54","16,278.62","17,799.96","16,013.66",2.61B,8.47%
2015年11月,"17,719.92","17,672.62","17,977.85","17,210.43",2.30B,0.32%
2015年12月,"17,425.03","17,719.72","17,901.58","17,116.73",2.52B,-1.66%
2016年1月,"16,466.30","17,405.48","17,405.48","15,450.56",2.84B,-5.50%
2016年2月,"16,516.50","16,453.63","16,795.98","15,503.01",2.49B,0.30%
2016年3月,"17,685.09","16,545.67","17,790.11","16,545.67",2.41B,7.08%
2016年4月,"17,773.64","17,661.74","18,167.63","17,484.23",2.10B,0.50%
2016年5月,"17,787.20","17,783.78","17,934.61","17,331.07",1.88B,0.08%
2016年6月,"17,929.99","17,754.55","18,016.00","17,063.08",2.35B,0.80%
2016年7月,"18,432.24","17,924.24","18,622.01","17,713.45",1.82B,2.80%
2016年8月,"18,400.88","18,434.50","18,668.44","18,247.79",1.70B,-0.17%
2016年9月,"18,308.15","18,396.57","18,551.54","17,992.21",2.10B,-0.50%
2016年10月,"18,142.42","18,279.60","18,399.96","17,959.95",1.79B,-0.91%
2016年11月,"19,123.58","18,158.24","19,225.29","17,883.56",2.11B,5.41%
2016年12月,"19,762.60","19,149.20","19,987.63","19,138.79",5.95B,3.34%
2017年1月,"19,864.09","19,872.86","20,125.58","19,677.94",6.48B,0.51%
2017年2月,"20,812.24","19,923.81","20,851.33","19,831.09",6.19B,4.77%
2017年3月,"20,663.22","20,957.29","21,169.11","20,412.80",6.94B,-0.72%
2017年4月,"20,940.51","20,665.17","21,070.90","20,379.55",5.39B,1.34%
2017年5月,"21,008.65","20,962.73","21,112.32","20,553.45",6.61B,0.33%
2017年6月,"21,349.63","21,030.55","21,535.03","20,994.22",7.21B,1.62%
2017年7月,"21,891.12","21,392.30","21,929.80","21,279.30",5.57B,2.54%
2017年8月,"21,948.10","21,961.42","22,179.11","21,600.34",6.15B,0.26%
2017年9月,"22,405.09","21,981.77","22,419.51","21,709.63",6.34B,2.08%
2017年10月,"23,377.24","22,423.47","23,485.25","22,416.00",7.30B,4.34%
2017年11月,"24,272.35","23,442.90","24,327.82","23,242.75",7.34B,3.83%
2017年12月,"24,719.22","24,305.40","24,876.07","23,921.90",6.59B,1.84%
2018年1月,"26,149.39","24,809.35","26,616.71","24,741.70",9.12B,5.79%
2018年2月,"25,029.20","26,083.04","26,306.70","23,360.29",9.45B,-4.28%
2018年3月,"24,103.11","25,024.04","25,449.15","23,509.06",8.87B,-3.70%
2018年4月,"24,163.15","24,076.60","24,858.97","23,344.52",8.06B,0.25%
2018年5月,"24,415.84","24,117.29","25,086.49","23,531.31",7.28B,1.05%
2018年6月,"24,271.41","24,542.09","25,402.83","23,997.21",7.41B,-0.59%
2018年7月,"25,415.19","24,161.53","25,587.24","24,077.56",5.41B,4.71%
2018年8月,"25,964.82","25,461.63","26,167.94","24,965.77",5.64B,2.16%
2018年9月,"26,458.31","25,916.07","26,769.16","25,754.32",5.26B,1.90%
2018年10月,"25,115.76","26,598.36","26,951.81","24,122.23",8.37B,-5.07%
2018年11月,"25,538.46","25,142.08","26,277.82","24,268.74",7.23B,1.68%
2018年12月,"23,327.46","25,779.57","25,980.21","21,712.53",8.10B,-8.66%
2019年1月,"24,999.67","23,058.61","25,109.62","22,638.41",7.19B,7.17%
2019年2月,"25,916.00","25,025.31","26,241.42","24,883.04",5.43B,3.67%
2019年3月,"25,928.68","26,019.67","26,155.98","25,208.00",6.63B,0.05%
2019年4月,"26,592.91","26,075.10","26,695.96","26,062.59",5.85B,2.56%
2019年5月,"24,815.04","26,639.06","26,689.39","24,809.51",6.36B,-6.69%
2019年6月,"26,599.96","24,830.16","26,907.37","24,680.57",5.54B,7.19%
2019年7月,"26,864.27","26,805.86","27,398.68","26,616.21",5.27B,0.99%
2019年8月,"26,403.28","26,879.86","27,175.59","25,339.60",6.24B,-1.72%
2019年9月,"26,916.83","26,198.26","27,306.73","25,978.22",5.09B,1.95%
2019年10月,"27,046.23","26,962.54","27,204.36","25,743.46",5.72B,0.48%
2019年11月,"28,051.41","27,142.95","28,174.97","27,142.95",4.98B,3.72%
2019年12月,"28,538.44","28,109.74","28,701.66","27,325.13",5.14B,1.74%
2020年1月,"28,256.03","28,638.97","29,373.62","28,169.53",6.27B,-0.99%
2020年2月,"25,409.36","28,319.65","29,568.57","24,681.01",7.05B,-10.07%
2020年3月,"23,844.73","25,590.81","27,097.40","23,706.78",-,-6.16%
