Date,Close,Open,High,Low,Volume,Change
2017年1月,"10,052.05","10,205.14","10,396.90","9,482.84",105.67B,-1.23%
2017年2月,"10,391.34","10,061.29","10,454.16","9,984.64",125.97B,3.38%
2017年3月,"10,428.72","10,387.63","10,666.12","10,308.22",169.78B,0.36%
2017年4月,"10,234.65","10,496.78","10,702.88","10,015.89",174.55B,-1.86%
2017年5月,"9,864.84","10,205.66","10,244.35","9,566.42",150.44B,-3.61%
2017年6月,"10,529.61","9,833.82","10,548.80","9,637.54",166.22B,6.74%
2017年7月,"10,505.04","10,531.73","10,574.21","9,960.56",215.56B,-0.23%
2017年8月,"10,816.64","10,496.71","10,866.36","10,281.63",249.78B,2.97%
2017年9月,"11,087.19","10,822.49","11,199.19","10,807.77",235.75B,2.50%
2017年10月,"11,367.62","11,248.35","11,509.02","11,140.34",165.90B,2.53%
2017年11月,"10,944.10","11,370.52","11,714.98","10,908.70",234.14B,-3.73%
2017年12月,"11,040.45","10,941.87","11,176.58","10,716.29",170.40B,0.88%
2018年1月,"11,159.68","11,079.64","11,633.46","11,072.87",244.40B,1.08%
2018年2月,"10,828.73","11,145.41","11,171.36","9,868.83",144.02B,-2.97%
2018年3月,"10,868.65","10,754.62","11,335.30","10,217.22",218.30B,0.37%
2018年4月,"10,324.47","10,887.47","10,950.22","10,228.09",167.41B,-5.01%
2018年5月,"10,295.73","10,356.19","10,789.76","10,097.48",171.03B,-0.28%
2018年6月,"9,379.47","10,247.16","10,411.56","9,065.20",142.54B,-8.90%
2018年7月,"9,178.78","9,369.24","9,514.94","8,736.36",181.12B,-2.14%
2018年8月,"8,465.47","9,205.75","9,235.74","8,241.14",168.51B,-7.77%
2018年9月,"8,401.09","8,440.95","8,573.20","7,958.52",138.23B,-0.76%
2018年10月,"7,482.83","8,225.84","8,249.39","7,084.44",154.73B,-10.93%
2018年11月,"7,681.75","7,568.20","8,116.73","7,537.92",230.26B,2.66%
2018年12月,"7,239.79","7,901.83","7,972.98","7,174.90",145.70B,-5.75%
2019年1月,"7,479.22","7,259.49","7,704.85","7,011.33",189.72B,3.31%
2019年2月,"9,031.93","7,524.67","9,276.45","7,517.83",286.52B,20.76%
2019年3月,"9,906.86","9,111.96","9,934.86","9,005.49",490.66B,9.69%
2019年4月,"9,674.53","9,976.98","10,541.18","9,573.39",382.70B,-2.35%
2019年5月,"8,922.69","9,289.74","9,333.92","8,732.98",231.04B,-7.77%
2019年6月,"9,178.31","8,953.37","9,274.42","8,557.58",192.93B,2.86%
2019年7月,"9,326.61","9,384.79","9,560.52","9,066.71",215.36B,1.62%
2019年8月,"9,365.68","9,278.83","9,517.65","8,669.90",235.85B,0.42%
2019年9月,"9,446.24","9,393.03","10,005.81","9,389.48",264.02B,0.86%
2019年10月,"9,635.33","9,474.57","9,840.59","9,380.57",176.41B,2.00%
2019年11月,"9,582.16","9,621.89","10,008.51","9,490.85",204.05B,-0.55%
2019年12月,"10,430.77","9,603.02","10,433.29","9,531.26",286.87B,8.86%
2020年1月,"10,681.90","10,509.12","11,115.88","10,479.77",259.96B,2.41%
2020年2月,"10,980.77","9,706.58","11,869.11","9,578.87",10.49B,2.80%
2020年3月,"11,403.47","11,115.46","11,739.84","10,917.03",-,3.85%
